employee_code,full_name,department,salary_millimes,hire_date,month_elapsed_pct,salary_tier,tenure_months,past_advance_count,on_time_repayment_rate,dept_attrition_rate,performance_score,has_active_advance,days_since_last_advance,existing_debt_ratio,requested_amount_pct,true_max_pct
EMP00509,Fatma Zouari,Logistics,3151953,2025-11-12,0.4194,1,2.0,1,0.7665,0.0922,4.0,0,39,0.1099,44.03,4.888773032596114
EMP00510,Cyrine Bouzid,Finance,1029679,2025-12-19,0.4516,0,9.8,1,0.6604,0.1074,2.0,1,42,0.4863,20.7,0.0
EMP00511,Ahmed Yahyaoui,Finance,6391413,2025-07-15,0.5161,2,12.0,1,0.7456,0.0567,4.0,0,219,0.1615,23.08,16.70538820059826
EMP00512,Anis Zouari,Sales,1471733,2026-07-11,0.6129,0,1.3,0,0.7822,0.1975,3.0,0,365,0.0704,14.59,4.9654440572056915
EMP00513,Dorra Hammami,Sales,2262065,2023-05-22,0.3226,1,38.6,2,0.8572,0.1268,3.0,0,44,0.0056,28.11,16.336922540537728
EMP00514,Nadia Tlili,Logistics,2021913,2026-03-03,0.0323,1,7.0,0,0.7156,0.1891,3.0,0,365,0.3368,2.66,0.0
EMP00515,Nadia Hammami,Logistics,3394896,2025-04-02,0.9,1,7.9,0,0.7055,0.1419,3.5,0,365,0.1102,0.6,27.12878974453912
EMP00516,Ahmed Fakhfakh,Support,3188307,2026-07-26,0.1,1,1.3,1,0.9288,0.1131,3.0,0,37,0.1037,14.37,1.9107926527962709
EMP00517,Salma Saidi,Engineering,3522908,2025-07-28,0.4333,2,3.5,1,0.8245,0.1468,3.5,0,127,0.0104,6.45,16.862886370734888
EMP00518,Aymen Trabelsi,Support,1209771,2017-10-04,0.3,0,102.1,14,0.9163,0.1744,2.5,0,184,0.0228,34.99,17.746243949292147
EMP00519,Dorra Trabelsi,Finance,2100205,2021-04-13,0.7097,1,61.3,10,0.8976,0.0839,3.5,0,268,0.036,48.82,31.65098126106885
EMP00520,Aymen Mechri,Engineering,5258926,2025-05-31,0.9286,2,8.9,1,0.8526,0.0527,4.0,0,46,0.0034,23.59,31.543717313507464
EMP00521,Houda Zouari,Engineering,4541010,2014-09-27,0.3548,2,134.5,17,0.8345,0.1755,4.5,0,127,0.1319,18.44,18.28059541527606
EMP00522,Riadh Hamdi,Sales,2602007,2022-06-06,0.9032,1,42.7,2,0.9702,0.1681,3.5,0,107,0.038,19.12,35.09019402903913
EMP00523,Firas Zouari,Finance,5225133,2026-06-15,0.4194,2,1.9,0,0.9175,0.0863,4.5,0,365,0.2533,26.03,5.1288156294688685
EMP00524,Manel Mechri,Engineering,3119356,2025-08-19,0.4286,1,5.8,1,0.8781,0.1572,3.5,0,104,0.1038,29.35,15.069316093983245
EMP00525,Houda Yahyaoui,Finance,2947678,2025-11-21,0.3214,1,2.6,1,0.7465,0.0885,3.5,0,306,0.2239,32.46,3.022567614251891
EMP00526,Nadia Bouzid,Sales,2409200,2025-03-04,0.6,1,18.5,0,0.724,0.1688,3.5,0,365,0.1136,4.31,19.569172004238265
EMP00527,Emna Tlili,Logistics,1436210,2023-03-06,0.3226,0,33.2,5,0.8349,0.1057,2.5,0,101,0.1951,9.9,9.78242694274941
EMP00528,Hichem Chaabane,Sales,2439121,2026-04-09,0.5,1,5.2,1,0.8885,0.1843,3.0,0,96,0.0905,27.45,17.107559692192094
EMP00529,Nesrine Boughanmi,Support,1289017,2014-10-07,0.5667,0,143.3,4,0.788,0.1064,2.5,0,280,0.09,5.11,19.187114781278026
EMP00530,Anis Mejri,Sales,1433848,2025-10-04,0.7742,0,7.6,1,0.7934,0.2033,2.5,0,177,0.249,28.9,20.749587803419924
EMP00531,Aymen Boujemaa,Engineering,2968096,2013-01-05,0.5806,1,155.4,6,0.6982,0.0905,3.5,1,23,0.2997,1.8,12.555993149294304
EMP00532,Emna Mejri,Engineering,3506323,2025-07-28,0.4839,2,4.6,0,0.8729,0.0587,3.5,0,365,0.0278,2.4,18.938920596081783
EMP00533,Riadh Hamdi,Support,3035909,2018-05-16,0.9677,1,92.5,7,0.7919,0.2042,3.5,1,11,0.3487,23.87,25.19637049067432
EMP00534,Asma Mansour,Sales,881552,2026-03-17,0.5161,0,2.0,1,0.8226,0.2769,3.0,0,242,0.0809,17.46,4.117737153369789
EMP00535,Nizar Nasri,Logistics,2419546,2016-06-05,0.4516,1,114.3,16,0.8307,0.165,3.0,0,200,0.057,13.24,20.10395959541626
EMP00536,Lotfi Saidi,Support,3196425,2023-07-16,0.0667,1,32.6,2,0.8351,0.1868,3.5,0,154,0.103,14.25,5.0
EMP00537,Firas Mechri,Logistics,2414275,2015-03-08,1.0,1,128.8,3,0.8274,0.1417,3.5,0,328,0.0768,13.02,37.66063936156577
EMP00538,Slim Ferchichi,Support,1492568,2020-09-03,0.0968,0,67.9,10,0.8315,0.1782,3.0,0,104,0.08,30.72,5.0
EMP00539,Maher Fakhfakh,Sales,6527647,2007-08-14,0.871,2,218.4,12,0.8439,0.1812,4.5,0,153,0.2554,16.58,35.17927450139524
EMP00540,Meryem Chaabane,Support,1896425,2021-08-28,0.0645,1,58.1,4,0.7554,0.1044,3.5,0,95,0.0922,11.31,5.0
EMP00541,Amira Chahed,Finance,1113665,2015-06-30,0.2667,0,124.3,5,0.8704,0.0737,2.5,0,18,0.2863,1.12,9.255857943613622
EMP00542,Hajer Yahyaoui,Support,2810022,2025-02-16,0.9355,1,10.4,0,0.7502,0.2358,4.0,1,365,0.5319,16.7,7.6371248915617755
EMP00543,Lotfi Tlili,Sales,2746568,2024-01-01,0.7097,1,23.7,1,0.8593,0.1997,3.0,0,243,0.1546,20.51,25.32377429236821
EMP00544,Khaled Saidi,Support,954949,2021-03-10,0.4839,0,65.2,4,0.7214,0.228,2.5,1,3,0.4303,42.06,3.1485405777586544
EMP00545,Amira Khemiri,Sales,3490412,2021-02-07,0.2667,1,57.0,9,0.8826,0.2781,3.0,0,215,0.0296,39.13,14.013613903366899
EMP00546,Sonia Hammami,Support,868387,2026-02-21,0.7419,0,1.0,1,0.7684,0.1383,2.5,0,51,0.199,7.57,5.6705893323701835
EMP00547,Rym Mejri,Logistics,1384350,2025-07-18,0.6774,0,10.1,0,0.7889,0.1205,2.5,0,365,0.5,14.92,13.284558465110146
EMP00548,Manel Oueslati,Sales,1472987,2025-07-22,0.8,0,9.1,0,0.8778,0.2895,2.5,1,365,0.5029,8.83,3.46808236311292
EMP00549,Emna Bouzid,Engineering,2184647,2022-04-18,0.7333,1,50.1,4,0.628,0.151,3.0,1,20,0.43,39.14,14.983337388238436
EMP00550,Hana Cherif,Finance,6399723,2026-06-26,0.1613,2,1.3,1,0.7237,0.1268,4.0,0,92,0.3968,3.82,1.08179224345888
EMP00551,Aymen Elloumi,Support,3109639,2025-09-18,0.3548,1,5.7,0,0.8088,0.2014,3.5,0,365,0.192,47.5,11.746260315745637
EMP00552,Karim Mejri,Support,2362328,2026-02-07,0.4516,1,6.2,0,0.8502,0.2438,3.0,0,365,0.1779,13.84,16.15592905878013
EMP00553,Riadh Khemiri,Logistics,3418335,2023-09-22,0.3929,1,28.7,4,0.9004,0.1798,3.5,0,242,0.1078,40.34,19.76240552122724
EMP00554,Nesrine Boughanmi,Finance,7378693,2025-11-16,0.3226,2,10.8,0,0.7866,0.0589,4.5,0,365,0.1871,38.15,12.62756357326429
EMP00555,Mehdi Yahyaoui,Sales,2917648,2026-03-20,0.6667,1,1.0,0,0.7266,0.2494,3.5,1,365,0.4209,13.21,2.742584420977353
EMP00556,Mariem Hamdi,Logistics,6703193,2026-05-20,0.3871,2,1.7,1,0.8664,0.1344,4.5,0,350,0.084,5.87,4.492288381271099
EMP00557,Fatma Nasri,Sales,3740483,2026-07-29,1.0,2,1.1,1,0.7464,0.1898,4.0,0,362,0.1532,6.84,8.948191952684938
EMP00558,Lotfi Cherif,Engineering,2388616,2025-10-21,0.0645,1,9.4,1,0.879,0.1226,3.5,0,58,0.0161,10.86,5.0
EMP00559,Bechir Belhadj,Logistics,1154218,2026-07-01,0.7419,0,1.7,0,0.9673,0.1837,2.5,0,365,0.0178,30.54,7.18589009385153
EMP00560,Bilel Bouzid,Logistics,2844816,2026-02-18,0.0323,1,2.4,0,0.7674,0.1347,3.5,0,365,0.0219,13.97,0.7913150780711218
EMP00561,Aymen Nasri,Finance,2757746,2025-05-02,0.1333,1,6.1,1,0.8737,0.1192,3.0,0,263,0.0589,17.32,6.74340797373692
EMP00562,Salma Boukthir,Support,978764,2011-04-27,0.5333,0,179.6,0,0.7345,0.1226,2.5,0,365,0.298,42.57,15.467411928734935
EMP00563,Riadh Nasri,Support,1942864,2025-11-12,0.7742,1,1.4,1,0.937,0.1042,3.5,0,272,0.0142,36.55,7.927445991236791
EMP00564,Anis Mejri,Support,4200843,2026-05-24,0.1667,2,3.4,1,0.6872,0.1797,4.0,1,1,0.3201,28.65,0.0
EMP00565,Wael Mansour,Engineering,2738452,2024-10-12,0.4194,1,15.0,1,0.7535,0.1736,2.5,1,29,0.2244,35.11,4.844163820904842
EMP00566,Dorra Gharbi,Support,1014301,2021-03-05,0.3226,0,58.2,6,0.8274,0.2429,2.5,0,96,0.0236,30.93,10.84177684381013
EMP00567,Meryem Ferchichi,Logistics,2106601,2024-06-18,0.5806,1,19.0,3,0.8026,0.1398,4.0,0,139,0.1887,29.32,20.105440887772513
EMP00568,Adel Chahed,Finance,7341373,2026-01-30,0.2667,2,4.2,1,0.8669,0.0813,4.0,0,48,0.104,42.49,10.464665154943793
EMP00569,Fatma Ayari,Finance,3838127,2026-03-29,0.4516,2,1.5,0,0.7943,0.1226,4.0,1,365,0.3942,3.28,2.031500419093412
EMP00570,Slim Fakhfakh,Logistics,1029168,2026-08-18,0.9,0,1.3,0,0.9197,0.2021,2.5,0,365,0.0198,1.42,8.246597663998012
EMP00571,Slim Jebali,Engineering,3152009,2025-07-19,0.6129,1,8.0,1,0.8397,0.0536,4.0,0,43,0.273,1.2,22.47871370912994
EMP00572,Olfa Ben Ali,Support,1557231,2007-11-30,0.9355,1,218.0,3,0.8446,0.2384,3.5,0,41,0.0772,48.48,33.947552049535126
EMP00573,Mehdi Laabidi,Finance,2850644,2025-05-06,0.2,1,6.0,0,0.7864,0.0414,3.0,1,365,0.2842,33.78,0.0
EMP00574,Rim Oueslati,Finance,4010164,2025-09-14,0.7097,2,1.2,1,0.8548,0.0412,4.0,0,302,0.0886,0.67,7.5840471863464565
EMP00575,Mohamed Mechri,Sales,1685097,2025-01-19,0.0968,1,13.4,2,0.8509,0.2257,3.0,0,238,0.0032,15.41,5.0
EMP00576,Karim Oueslati,Finance,4833115,2018-12-29,0.6333,2,92.7,15,0.7493,0.0682,4.0,1,6,0.2488,48.29,17.230709032169223
EMP00577,Adel Trabelsi,Sales,1635114,2025-10-13,0.9,1,6.4,0,0.8028,0.2611,3.0,0,365,0.0013,0.29,30.968698764114325
EMP00578,Bechir Gharbi,Finance,2808812,2021-08-06,0.2333,1,61.0,6,0.9127,0.0447,3.5,0,40,0.0041,41.62,20.82944842184689
EMP00579,Salma Khemiri,Support,3470374,2018-10-21,0.8333,1,85.2,5,0.8267,0.1647,3.5,0,347,0.0357,39.38,32.201768805179036
EMP00580,Rim Laabidi,Support,857597,2024-07-04,0.7333,0,16.6,0,0.7274,0.1414,2.0,0,365,0.0563,2.78,20.026472603859133
EMP00581,Amine Tlili,Engineering,2789549,2026-01-13,0.5161,1,7.1,1,0.7925,0.1569,3.0,1,8,0.1263,35.46,9.677614945266258
EMP00582,Salma Hammami,Sales,1929984,2019-10-03,0.9,1,73.8,2,0.9062,0.2963,2.5,0,258,0.0315,49.39,32.50606493264491
EMP00583,Ahlem Chahed,Sales,1194479,2024-09-14,0.2333,0,13.8,2,0.6709,0.2777,2.5,0,127,0.2828,19.15,0.33004374478607335
EMP00584,Sami Zouari,Support,4084739,2024-09-14,0.4516,2,17.9,0,0.9361,0.1979,4.0,0,365,0.1705,11.81,18.527668308552503
EMP00585,Sirine Boukthir,Support,3409788,2026-08-03,0.6,1,1.5,1,0.8205,0.1301,3.0,0,352,0.0367,49.71,5.698477648183975
EMP00586,Aymen Chaabane,Support,2873935,2026-05-13,0.8333,1,1.4,1,0.7813,0.2179,3.5,1,40,0.4875,3.61,4.3616430928733445
EMP00587,Nesrine Ayari,Sales,7250925,2018-12-24,0.8,2,83.0,11,0.841,0.2044,4.5,1,24,0.4867,12.83,19.496060358647124
EMP00588,Nadia Bensalem,Support,1596762,2026-06-01,0.5806,1,2.6,0,0.7785,0.1602,3.5,0,365,0.1064,48.17,5.579555651631392
EMP00589,Samira Cherif,Sales,1098309,2026-04-01,0.6452,0,4.6,1,0.8673,0.1542,2.5,0,298,0.2245,8.2,16.433878487414418
EMP00590,Hajer Hammami,Logistics,1556694,2022-10-06,0.1613,1,46.0,4,0.792,0.1108,3.0,0,77,0.1177,48.13,10.06483697863785
EMP00591,Rania Hammami,Finance,1704404,2022-11-25,0.3333,1,45.5,4,0.8658,0.0658,3.0,0,336,0.0757,27.93,14.875013622543168
EMP00592,Zied Mejri,Sales,2386499,2025-04-20,0.4516,1,8.8,1,0.9063,0.1253,3.5,0,171,0.0144,49.96,18.916788980750717
EMP00593,Anis Mechri,Logistics,1050797,2024-04-25,0.2581,0,29.4,3,0.8015,0.1052,2.5,1,38,0.351,41.76,0.0
EMP00594,Fatma Ferchichi,Support,1404767,2025-07-09,0.4286,0,7.2,1,0.5985,0.1864,3.0,1,7,0.6642,6.65,0.0
EMP00595,Slim Ayari,Engineering,2740384,2024-03-14,0.1613,1,28.7,3,0.7583,0.0946,3.5,1,23,0.2214,31.66,0.0
EMP00596,Sawsen Chaabane,Logistics,3123321,2026-04-10,0.5484,1,1.2,1,0.9016,0.2107,3.5,0,124,0.0091,3.83,5.8030352553632305
EMP00597,Imed Boughanmi,Finance,5333489,2025-06-09,0.9032,2,13.6,2,0.8774,0.1339,4.0,0,191,0.1402,35.55,31.52037226738297
EMP00598,Bechir Chaabane,Support,2558447,2026-03-11,0.1,1,2.8,1,0.7988,0.1625,3.0,0,67,0.1257,22.79,1.1630220712044497
EMP00599,Anis Laabidi,Logistics,1268650,2016-04-02,0.2667,0,122.2,12,0.7333,0.1465,2.0,1,29,0.3825,40.48,0.0
EMP00600,Riadh Elloumi,Finance,1832542,2025-11-08,0.9677,1,6.7,0,0.9605,0.1173,3.5,0,365,0.1799,21.15,32.90779973736155
EMP00601,Emna Belhadj,Finance,4912921,2020-01-27,0.9032,2,78.0,0,0.8005,0.0404,4.5,0,365,0.1671,25.1,36.446391100021955
EMP00602,Ahmed Belhadj,Logistics,1329231,2026-05-18,0.4194,0,1.8,0,0.7768,0.1167,3.0,0,365,0.0137,29.73,4.19788358235929
EMP00603,Rachid Bouzid,Sales,1241280,2013-07-20,0.2258,0,148.6,14,0.8344,0.138,2.5,0,81,0.0299,48.03,10.03932139038441
EMP00604,Rym Boujemaa,Support,832146,2026-02-07,0.4516,0,6.2,1,0.6455,0.2218,3.0,1,26,0.475,48.86,0.0
EMP00605,Mehdi Yahyaoui,Engineering,3885051,2024-12-10,0.0323,2,16.7,2,0.7985,0.1789,4.0,0,128,0.1833,33.1,3.55960948572586
EMP00606,Nesrine Mejri,Sales,2922870,2024-01-17,0.4643,1,24.9,2,0.9545,0.1264,4.0,0,88,0.0419,37.99,22.25555409710507
EMP00607,Meryem Elloumi,Support,2092648,2026-01-29,0.7667,1,2.8,1,0.815,0.1054,3.5,0,178,0.3504,19.24,7.187145689640011
EMP00608,Firas Jedidi,Engineering,2652861,2019-11-10,0.129,1,82.8,9,0.8632,0.0501,3.5,0,291,0.0938,37.65,12.60982394597931
EMP00609,Riadh Chahed,Logistics,1122281,2019-11-26,0.8065,0,80.9,6,0.855,0.1659,3.0,0,184,0.1562,22.3,27.698085748018535
EMP00610,Olfa Mechri,Finance,2214389,2026-03-08,0.5161,1,5.3,1,0.8535,0.1056,3.5,0,248,0.1556,4.98,17.332023756685118
EMP00611,Amine Ayari,Engineering,1479934,2025-08-04,0.1667,0,8.0,1,0.8372,0.0886,2.5,0,198,0.1825,14.26,2.8231966007597857
EMP00612,Hatem Mansour,Engineering,2262353,2024-07-30,0.9677,1,24.0,1,0.8262,0.1348,3.0,0,82,0.1523,37.47,31.831411394190823
EMP00613,Karim Jebali,Engineering,4489220,2025-04-19,0.2581,2,10.6,0,0.7852,0.1436,4.0,0,365,0.3931,16.29,8.975782420972942
EMP00614,Mariem Laabidi,Sales,7528499,2026-02-07,0.8,2,4.5,1,0.9159,0.2732,4.5,0,209,0.064,48.77,30.464375505682384
EMP00615,Wael Laabidi,Finance,3221798,2024-04-15,0.2333,1,25.7,0,0.8045,0.1105,4.0,0,365,0.0361,8.48,12.220916332397811
EMP00616,Houssem Boujemaa,Engineering,2878065,2025-11-17,0.5806,1,2.0,1,0.7962,0.1217,3.5,0,69,0.2239,23.09,6.006335767434399
EMP00617,Fatma Hammami,Finance,2262802,2025-04-08,0.7742,1,9.6,0,0.9697,0.1228,4.0,0,365,0.0729,21.92,29.268063413365326
EMP00618,Olfa Khlifi,Sales,890846,2019-09-16,0.3667,0,73.9,10,0.8741,0.2493,2.0,0,97,0.1375,27.1,12.078601438198376
EMP00619,Mehdi Jebali,Support,1447586,2025-08-03,0.2903,0,4.2,1,0.8939,0.2462,2.5,0,337,0.2112,8.33,6.228347664068699
EMP00620,Mariem Mechri,Engineering,2638989,2016-06-16,0.8065,1,117.2,5,0.9383,0.1551,3.0,0,78,0.2,49.87,32.47528123536481
EMP00621,Ahlem Cherif,Logistics,1434850,2026-01-16,0.3333,0,2.8,1,0.8471,0.1237,3.0,0,126,0.0219,2.49,2.984009019505884
EMP00622,Tarek Meddeb,Finance,3343682,2018-01-25,0.5806,1,94.7,15,0.6577,0.1354,3.0,0,80,0.3539,45.05,18.712551120203628
EMP00623,Wael Dridi,Finance,3256547,2023-07-04,0.6129,1,32.5,5,0.8868,0.0496,3.5,0,29,0.0197,31.14,23.132886398131348
EMP00624,Hamza Meddeb,Finance,1062490,2025-06-28,0.8387,0,10.9,1,0.8798,0.0841,2.0,0,83,0.0833,20.85,22.461561340039562
EMP00625,Leila Laabidi,Support,4985855,2021-09-11,0.3548,2,52.0,0,0.8388,0.2226,4.0,0,365,0.0296,16.03,17.194040232555
EMP00626,Salma Chaabane,Sales,1058964,2025-12-05,0.6786,0,2.5,1,0.868,0.1534,2.5,0,146,0.1932,14.47,5.633541852195549
EMP00627,Rym Boukthir,Engineering,4652961,2016-03-04,0.0323,2,119.9,1,0.8825,0.0643,4.0,0,114,0.0236,14.88,5.0
EMP00628,Rachid Cherif,Engineering,3397351,2014-09-04,0.6667,1,139.5,22,0.7851,0.1034,3.5,0,233,0.162,5.43,25.598114396302904
EMP00629,Anis Laabidi,Finance,4729746,2024-06-13,0.0323,2,20.6,3,0.9206,0.1071,4.0,0,346,0.0024,3.25,5.0
EMP00630,Rim Laabidi,Engineering,1590664,2021-06-29,0.4194,1,60.4,8,0.8558,0.1236,3.5,0,46,0.0201,47.41,22.057769324321793
EMP00631,Meryem Laabidi,Support,1416594,2023-09-25,0.5357,0,28.7,2,0.8332,0.236,2.5,0,68,0.2006,16.29,14.95872602374732
EMP00632,Nadia Hamdi,Support,1332641,2026-01-11,0.8065,0,2.4,1,0.9041,0.1131,3.0,0,19,0.171,11.95,6.653006784463514
EMP00633,Wael Meddeb,Logistics,2353693,2009-09-03,0.1613,1,198.0,23,0.7848,0.1108,3.5,0,145,0.0307,3.16,12.949644235726018
EMP00634,Maher Ben Ali,Logistics,1318282,2025-09-23,0.8065,0,3.1,1,0.7089,0.2123,2.5,0,49,0.3298,10.26,18.438317841307274
EMP00635,Adel Yahyaoui,Logistics,2835932,2015-07-21,0.8,1,131.1,16,0.8438,0.1174,3.5,0,178,0.0036,23.97,33.904134913817884
EMP00636,Amine Nasri,Engineering,1517045,2020-12-09,0.3871,1,61.1,2,0.9137,0.0657,3.5,0,313,0.0999,10.48,20.236135415218083
EMP00637,Sonia Hamdi,Sales,2272422,2025-12-21,0.1429,1,1.5,0,0.9415,0.2686,3.5,0,365,0.0368,9.3,2.746635441920367
EMP00638,Nesrine Mechri,Engineering,3610963,2018-04-26,0.0645,2,99.2,6,0.6707,0.1378,4.5,1,34,0.4412,13.34,0.0
EMP00639,Hamza Zouari,Sales,1621804,2020-01-07,0.9,1,80.7,6,0.8432,0.1901,3.5,0,308,0.1775,40.15,33.79981756551801
EMP00640,Rania Laabidi,Logistics,1022866,2021-06-24,0.6333,0,59.8,5,0.8847,0.1983,3.0,0,356,0.1815,27.63,21.009664209652463
EMP00641,Imed Hammami,Engineering,7608539,2024-07-14,0.5,2,26.1,2,0.7954,0.0882,4.0,0,126,0.2639,5.65,17.81569515961101
EMP00642,Meryem Fakhfakh,Support,2944297,2026-06-27,0.7742,1,1.9,1,0.8859,0.1299,3.5,0,250,0.1413,7.29,7.808692218808667
EMP00643,Hamza Zouari,Logistics,1299079,2017-11-07,0.3667,0,101.1,4,0.8373,0.1728,2.5,1,25,0.2233,8.81,5.3041839199099865
EMP00644,Sonia Fakhfakh,Support,2401851,2018-08-29,0.8065,1,94.8,1,0.9273,0.198,3.5,0,116,0.011,46.56,32.4848876958785
EMP00645,Imed Oueslati,Support,2402368,2017-10-28,0.5357,1,99.6,11,0.7344,0.2223,3.5,0,119,0.3992,40.53,19.222860612881522
EMP00646,Slim Mejri,Logistics,2402690,2026-02-04,0.1333,1,1.9,0,0.8642,0.2135,3.0,0,365,0.0184,37.15,1.6921276712189277
EMP00647,Sonia Jedidi,Support,1529186,2025-03-25,0.0323,1,13.2,2,0.9353,0.1774,3.5,0,329,0.0013,18.09,5.0
EMP00648,Ahlem Ben Ali,Support,2978845,2024-12-01,0.0323,1,22.0,2,0.7333,0.1006,2.5,1,37,0.3835,36.74,0.0
EMP00649,Rania Jedidi,Finance,4222569,2026-07-07,0.7097,2,1.5,1,0.8392,0.0989,4.5,0,284,0.184,30.93,7.289519419568533
EMP00650,Sawsen Fakhfakh,Support,1012979,2016-03-20,0.4667,0,120.8,0,0.9973,0.2305,3.0,0,365,0.1717,24.19,17.149206642056168
EMP00651,Karim Ben Ali,Engineering,7641181,2023-03-16,0.4,2,38.9,1,0.7749,0.052,4.0,0,242,0.3611,0.93,12.031073009385082
EMP00652,Lotfi Meddeb,Logistics,1193350,2021-06-23,0.0323,0,54.3,5,0.845,0.1472,2.5,0,285,0.1501,10.81,1.9419872896915091
EMP00653,Mariem Jebali,Logistics,2333566,2023-08-16,0.1935,1,35.7,3,0.9272,0.0947,3.5,0,166,0.0357,10.44,13.499405941447058
EMP00654,Manel Bensalem,Finance,2425807,2016-06-16,0.2258,1,118.7,1,0.7992,0.0883,3.5,1,37,0.2551,44.47,4.272649472413383
EMP00655,Manel Boughanmi,Engineering,1767260,2024-10-25,1.0,1,18.1,2,0.8899,0.141,3.5,0,41,0.0023,12.61,35.708727635103685
EMP00656,Leila Khlifi,Finance,7296031,2026-03-12,0.7419,2,4.4,0,0.7118,0.1011,3.5,0,365,0.3112,2.22,20.33661567779402
EMP00657,Ines Boukthir,Sales,872544,2025-07-31,0.1667,0,10.2,1,0.8591,0.2354,3.0,0,24,0.0758,3.71,3.9491083662210045
EMP00658,Ons Jedidi,Finance,7038770,2015-05-05,0.5,2,126.4,12,0.9601,0.061,4.0,0,54,0.0198,8.27,27.771445735994824
EMP00659,Nadia Boukthir,Support,823752,2011-03-13,0.0357,0,178.7,6,0.812,0.2181,2.5,0,109,0.2149,29.92,2.7413432120961745
EMP00660,Amine Chaabane,Engineering,3854766,2025-11-11,0.7097,2,1.3,0,0.9468,0.0787,4.0,0,365,0.0131,46.94,7.801859997770205
EMP00661,Khaled Laabidi,Logistics,1816598,2026-04-20,0.3871,1,2.7,0,0.8649,0.1217,3.0,0,365,0.3416,11.94,3.4712086116879424
EMP00662,Hamza Hamdi,Sales,896547,2025-08-30,0.0333,0,2.1,0,0.9524,0.2175,3.0,0,365,0.0924,49.61,0.37572552932822506
EMP00663,Zied Zouari,Logistics,4663807,2025-09-09,0.0323,2,3.7,0,0.8594,0.1398,4.5,0,365,0.0585,15.5,5.0
EMP00664,Manel Khlifi,Logistics,1823725,2025-08-23,0.7419,1,9.0,1,0.9369,0.2026,3.5,0,57,0.0205,21.72,25.309040241367146
EMP00665,Rania Jedidi,Support,1485632,2024-05-18,0.9,0,25.3,3,0.8609,0.2136,3.0,0,34,0.0471,31.98,28.5049798083207
EMP00666,Yassine Ben Ali,Finance,4970254,2026-03-01,0.6333,2,1.6,0,0.8168,0.1125,4.0,0,365,0.0318,27.29,6.916281700494264
EMP00667,Dorra Gharbi,Engineering,7291606,2020-05-03,0.8387,2,75.8,12,0.7554,0.1276,4.0,0,30,0.3044,13.66,29.531630950439013
EMP00668,Khaled Boughanmi,Engineering,2290771,2026-07-05,0.5333,1,2.4,1,0.6462,0.0727,2.5,1,41,0.4183,31.77,1.3254143336698554
EMP00669,Bilel Saidi,Sales,1493296,2022-03-12,0.1935,0,44.8,2,0.7957,0.1471,2.5,0,340,0.2868,13.0,6.079380509845399
EMP00670,Adel Ferchichi,Support,1388827,2025-08-25,0.9333,0,13.1,0,0.9826,0.2168,2.5,0,365,0.0922,4.81,26.29717920957486
EMP00671,Tarek Jebali,Sales,1571358,2026-04-25,0.9355,1,1.1,0,0.898,0.1982,3.0,0,365,0.0993,16.16,8.60424948805122
EMP00672,Rym Cherif,Sales,1283061,2026-04-10,0.2,0,1.9,1,0.8758,0.1854,2.5,1,5,0.2159,17.32,0.0
EMP00673,Karim Chahed,Sales,6333578,2025-07-14,0.7667,2,4.3,1,0.9399,0.2416,3.5,0,249,0.1428,49.25,26.429318644026818
EMP00674,Khaled Khlifi,Engineering,1829042,2026-01-06,0.0333,1,4.8,1,0.8509,0.0934,3.0,0,362,0.1282,39.94,3.8318502547769597
EMP00675,Imed Zouari,Finance,2094834,2018-06-25,0.2581,1,96.4,10,0.8574,0.0407,3.0,0,272,0.2134,47.35,14.513622011374933
EMP00676,Nizar Ayari,Logistics,986041,2023-05-12,0.5484,0,36.2,0,0.8632,0.0984,2.5,1,365,0.4233,29.23,6.032480747641188
EMP00677,Aymen Ferchichi,Logistics,1311458,2025-09-05,0.6333,0,2.5,0,0.9973,0.2008,2.5,0,365,0.3509,3.09,4.8379671871519125
EMP00678,Nesrine Saidi,Support,3265763,2022-09-28,0.8667,1,42.9,1,0.904,0.2255,3.0,0,352,0.0199,16.76,32.701262588577805
EMP00679,Ahlem Oueslati,Support,2679874,2026-05-15,0.7333,1,4.3,0,0.9887,0.2434,3.5,1,365,0.4375,36.24,14.218437793758905
EMP00680,Rania Jedidi,Engineering,3401318,2022-11-12,0.2581,1,43.8,6,0.9025,0.1212,3.0,0,236,0.051,5.02,17.997216023802082
EMP00681,Ahmed Nasri,Logistics,992979,2025-10-02,0.2581,0,2.2,1,0.7464,0.1398,3.0,0,355,0.2745,46.5,1.4633013467406426
EMP00682,Aymen Zouari,Finance,1377620,2022-06-30,0.0323,0,51.1,5,0.8049,0.111,3.0,0,212,0.1092,46.05,1.6893734744062905
EMP00683,Anis Oueslati,Sales,1538071,2026-02-04,0.0323,1,7.9,1,0.8556,0.1565,3.0,0,232,0.0879,10.16,2.8976098379800965
EMP00684,Ons Mejri,Sales,2276175,2021-07-30,0.6452,1,52.7,1,0.8874,0.2294,3.5,0,140,0.0401,47.59,26.125814340449327
EMP00685,Asma Khemiri,Engineering,5244355,2024-09-20,0.1613,2,22.5,1,0.8558,0.1119,4.0,0,280,0.0299,23.2,12.52627899089665
EMP00686,Samira Chaabane,Finance,4205272,2022-12-28,0.4839,2,38.5,6,0.8974,0.108,4.5,0,140,0.1825,25.34,22.736595023977443
